Abbreviation	Description	Charged formula	Charge	Compartment	KEGG ID	ChEBI ID
s_1622[n]	TRX1 disulphide [nucleus]	C6H8N2O2S2R4	0	nucleus	C00343	CHEBI:18191
s_1623[p]	TRX1 disulphide [peroxisome]	C6H8N2O2S2R4	0	peroxisome	C00343	CHEBI:18191
s_2763[c]	kynurenic acid [cytoplasm]	C10H7NO3	0	cytoplasm	C01717	CHEBI:18344
s_2764[c]	quinaldic acid [cytoplasm]	C10H7NO2	0	cytoplasm	C06325	CHEBI:18386
s_1845[m]	ACP1 [mitochondrion]		0	mitochondrion	C00229	CHEBI:18359
s_2766[e]	14-demethyllanosterol [extracellular]	C29H48O	0	extracellular	C05108	CHEBI:18364
s_2768[e]	ergosta-5,7,22,24(28)-tetraen-3beta-ol [extracellular]	C28H42O	0	extracellular	C05440	CHEBI:18249
s_2770[m]	acetoacetyl-ACP [mitochondrion]	C4H5O2SR	0	mitochondrion	C05744	CHEBI:2393
s_2771[m]	butanoyl-ACP [mitochondrion]	C4H7OSR	0	mitochondrion	C05745	CHEBI:3247
s_2772[m]	3-oxo-hexanoyl-ACP [mitochondrion]	C6H9O2SR	0	mitochondrion	C05746	CHEBI:1642
s_2773[m]	hexanoyl-ACP [mitochondrion]	C6H11OSR	0	mitochondrion	C05749	CHEBI:5704
s_2774[m]	3-oxo-octanoyl-ACP [mitochondrion]	C8H13O2SR	0	mitochondrion	C05750	CHEBI:1646
s_2775[m]	3-hydroxybutanoyl-ACP [mitochondrion]		0	mitochondrion	C04618	
s_2776[m]	3-hydroxyhexanoyl-ACP [mitochondrion]	C6H11O2SR	0	mitochondrion	C05747	CHEBI:326
s_2777[m]	3-hydroxyoctanoyl-ACP [mitochondrion]	C18H35O2S	0	mitochondrion	C16220	CHEBI:80387
s_2778[m]	trans-but-2-enoyl-ACP [mitochondrion]		0	mitochondrion		CHEBI:132146
s_2779[m]	trans-hex-2-enoyl-ACP [mitochondrion]		0	mitochondrion	C05748	CHEBI:10727
s_2780[m]	trans-oct-2-enoyl-ACP [mitochondrion]		0	mitochondrion	C05751	
s_2781[erm]	lauroyl-CoA [endoplasmic reticulum membrane]	C33H54N7O17P3S	-4	endoplasmic reticulum membrane	C01832	CHEBI:57375
s_2782[erm]	malonyl-CoA [endoplasmic reticulum membrane]	C24H33N7O19P3S	-5	endoplasmic reticulum membrane	C00083	CHEBI:57384
s_2783[erm]	H+ [endoplasmic reticulum membrane]	H	1	endoplasmic reticulum membrane	C00080	CHEBI:24636
s_2784[erm]	carbon dioxide [endoplasmic reticulum membrane]	CO2	0	endoplasmic reticulum membrane	C00011	CHEBI:16526
s_2785[erm]	coenzyme A [endoplasmic reticulum membrane]	C21H32N7O16P3S	-4	endoplasmic reticulum membrane	C00010	CHEBI:57287
s_2786[erm]	3-oxotetradecanoyl-CoA [endoplasmic reticulum membrane]	C35H60N7O18P3S	0	endoplasmic reticulum membrane	C05261	CHEBI:28726
s_2787[erm]	myristoyl-CoA [endoplasmic reticulum membrane]	C35H58N7O17P3S	-4	endoplasmic reticulum membrane	C02593	CHEBI:57385
s_2788[erm]	3-oxopalmitoyl-CoA [endoplasmic reticulum membrane]	C37H60N7O18P3S	-4	endoplasmic reticulum membrane	C05259	CHEBI:57349
s_2789[erm]	palmitoyl-CoA [endoplasmic reticulum membrane]	C37H62N7O17P3S	-4	endoplasmic reticulum membrane	C00154	CHEBI:57379
s_2790[erm]	3-oxooctadecanoyl-CoA [endoplasmic reticulum membrane]	C39H68N7O18P3S	0	endoplasmic reticulum membrane	C16216	CHEBI:50571
s_2791[erm]	stearoyl-CoA [endoplasmic reticulum membrane]	C39H66N7O17P3S	-4	endoplasmic reticulum membrane	C00412	CHEBI:57394
s_2792[erm]	3-oxoicosanoyl-CoA [endoplasmic reticulum membrane]	C41H72N7O18P3S	0	endoplasmic reticulum membrane		CHEBI:52327
s_2793[erm]	icosanoyl-CoA [endoplasmic reticulum membrane]	C41H74N7O17P3S	0	endoplasmic reticulum membrane	C02041	CHEBI:15527
s_2794[erm]	3-oxodocosanoyl-CoA [endoplasmic reticulum membrane]	C43H76N7O18P3S	0	endoplasmic reticulum membrane		CHEBI:52328
s_2795[erm]	docosanoyl-CoA [endoplasmic reticulum membrane]	C43H78N7O17P3S	0	endoplasmic reticulum membrane	C16528	CHEBI:65088
s_2796[erm]	3-oxotetracosanoyl-CoA [endoplasmic reticulum membrane]	C45H80N7O18P3S	0	endoplasmic reticulum membrane		CHEBI:52329
s_2797[erm]	tetracosanoyl-CoA [endoplasmic reticulum membrane]	C45H82N7O17P3S	0	endoplasmic reticulum membrane	C16529	CHEBI:52974
s_2798[erm]	3-oxohexacosanoyl-CoA [endoplasmic reticulum membrane]	C47H84N7O18P3S	0	endoplasmic reticulum membrane		CHEBI:52977
s_2799[erm]	NADPH [endoplasmic reticulum membrane]	C21H26N7O17P3	-4	endoplasmic reticulum membrane	C00005	CHEBI:57783
s_2800[erm]	NADP(+) [endoplasmic reticulum membrane]	C21H25N7O17P3	-3	endoplasmic reticulum membrane	C00006	CHEBI:58349
s_2801[erm]	(S)-3-hydroxytetradecanoyl-CoA [endoplasmic reticulum membrane]	C35H62N7O18P3S	0	endoplasmic reticulum membrane	C05260	CHEBI:27466
s_2802[erm]	(S)-3-hydroxypalmitoyl-CoA [endoplasmic reticulum membrane]	C37H66N7O18P3S	0	endoplasmic reticulum membrane	C05258	CHEBI:27402
s_2803[erm]	3-hydroxyoctadecanoyl-CoA [endoplasmic reticulum membrane]	C39H70N7O18P3S	0	endoplasmic reticulum membrane	C16217	CHEBI:50583
s_2804[erm]	3-hydroxyicosanoyl-CoA [endoplasmic reticulum membrane]	C41H74N7O18P3S	0	endoplasmic reticulum membrane		CHEBI:52324
s_2805[erm]	3-hydroxydocosanoyl-CoA [endoplasmic reticulum membrane]	C43H78N7O18P3S	0	endoplasmic reticulum membrane		CHEBI:52325
s_2806[erm]	3-hydroxytetracosanoyl-CoA [endoplasmic reticulum membrane]	C45H82N7O18P3S	0	endoplasmic reticulum membrane		CHEBI:52326
s_2807[erm]	(S)-3-hydroxyhexacosanoyl-CoA [endoplasmic reticulum membrane]	C47H86N7O18P3S	0	endoplasmic reticulum membrane		CHEBI:52976
s_2808[erm]	H2O [endoplasmic reticulum membrane]	H2O	0	endoplasmic reticulum membrane	C00001	CHEBI:15377
s_2809[erm]	trans-tetradec-2-enoyl-CoA [endoplasmic reticulum membrane]	C35H56N7O17P3S	-4	endoplasmic reticulum membrane	C05273	CHEBI:61405
s_2810[erm]	trans-hexadec-2-enoyl-CoA [endoplasmic reticulum membrane]	C37H64N7O17P3S	0	endoplasmic reticulum membrane	C05272	CHEBI:24549
s_2811[erm]	trans-octadec-2-enoyl-CoA [endoplasmic reticulum membrane]	C39H68N7O17P3S	0	endoplasmic reticulum membrane	C16218	CHEBI:50570
s_2812[erm]	trans-icos-2-enoyl-CoA [endoplasmic reticulum membrane]		0	endoplasmic reticulum membrane		
s_2813[erm]	trans-docos-2-enoyl-CoA [endoplasmic reticulum membrane]	C33H56N7O17P3S	0	endoplasmic reticulum membrane	C03221	CHEBI:15471
s_2814[erm]	trans-tetracos-2-enoyl-CoA [endoplasmic reticulum membrane]	C45H80N7O17P3S	0	endoplasmic reticulum membrane		CHEBI:75068
s_2815[erm]	trans-hexacos-2-enoyl-CoA [endoplasmic reticulum membrane]	C47H84N7O17P3S	0	endoplasmic reticulum membrane		CHEBI:52975
s_2816[erm]	hexacosanoyl-CoA [endoplasmic reticulum membrane]	C47H86N7O17P3S	0	endoplasmic reticulum membrane		CHEBI:52966
s_2817[erm]	oxygen [endoplasmic reticulum membrane]	O2	0	endoplasmic reticulum membrane	C00007	CHEBI:15379
s_2818[erm]	NADH [endoplasmic reticulum membrane]	C21H27N7O14P2	-2	endoplasmic reticulum membrane	C00004	CHEBI:57945
s_2819[erm]	palmitoleoyl-CoA(4-) [endoplasmic reticulum membrane]	C37H60N7O17P3S	-4	endoplasmic reticulum membrane	C21072	CHEBI:61540
s_2820[erm]	NAD [endoplasmic reticulum membrane]	C21H26N7O14P2	-1	endoplasmic reticulum membrane	C00003	CHEBI:57540
s_2821[erm]	oleoyl-CoA [endoplasmic reticulum membrane]	C39H64N7O17P3S	-4	endoplasmic reticulum membrane	C00510	CHEBI:57387
s_2822[e]	butyrate [extracellular]	C4H7O2	-1	extracellular	C00246	CHEBI:17968
s_2824[e]	hexanoate [extracellular]	C6H11O2	-1	extracellular	C01585	CHEBI:17120
s_2826[e]	oleate [extracellular]	C18H33O2	-1	extracellular	C00712	CHEBI:30823
s_2828[c]	butyrate [cytoplasm]	C4H7O2	-1	cytoplasm	C00246	CHEBI:17968
s_2829[c]	hexanoate [cytoplasm]	C6H11O2	-1	cytoplasm	C01585	CHEBI:17120
s_2831[erm]	ATP [endoplasmic reticulum membrane]	C10H12N5O13P3	-4	endoplasmic reticulum membrane	C00002	CHEBI:30616
s_2832[erm]	laurate [endoplasmic reticulum membrane]	C12H23O2	-1	endoplasmic reticulum membrane	C02679	CHEBI:18262
s_2833[erm]	AMP [endoplasmic reticulum membrane]	C10H12N5O7P	-2	endoplasmic reticulum membrane	C00020	CHEBI:456215
s_2834[erm]	diphosphate [endoplasmic reticulum membrane]	HO7P2	-3	endoplasmic reticulum membrane	C00013	CHEBI:33019
s_2835[erm]	myristate [endoplasmic reticulum membrane]	C14H27O2	-1	endoplasmic reticulum membrane	C06424	CHEBI:30807
s_2836[erm]	palmitate [endoplasmic reticulum membrane]	C16H31O2	-1	endoplasmic reticulum membrane	C00249	CHEBI:7896
s_2837[erm]	palmitoleate [endoplasmic reticulum membrane]	C16H29O2	-1	endoplasmic reticulum membrane	C08362	CHEBI:32372
s_2838[erm]	stearate [endoplasmic reticulum membrane]	C18H35O2	-1	endoplasmic reticulum membrane	C01530	CHEBI:25629
s_2839[erm]	oleate [endoplasmic reticulum membrane]	C18H33O2	-1	endoplasmic reticulum membrane	C00712	CHEBI:30823
s_2840[lp]	ATP [lipid particle]	C10H12N5O13P3	-4	lipid particle	C00002	CHEBI:30616
s_2841[lp]	laurate [lipid particle]	C12H23O2	-1	lipid particle	C02679	CHEBI:18262
s_2842[lp]	AMP [lipid particle]	C10H12N5O7P	-2	lipid particle	C00020	CHEBI:456215
s_2843[lp]	lauroyl-CoA [lipid particle]	C33H54N7O17P3S	-4	lipid particle	C01832	CHEBI:57375
s_2844[lp]	myristate [lipid particle]	C14H27O2	-1	lipid particle	C06424	CHEBI:30807
s_2845[lp]	myristoyl-CoA [lipid particle]	C35H58N7O17P3S	-4	lipid particle	C02593	CHEBI:57385
s_2846[lp]	palmitate [lipid particle]	C16H31O2	-1	lipid particle	C00249	CHEBI:7896
s_2847[lp]	palmitoyl-CoA [lipid particle]	C37H62N7O17P3S	-4	lipid particle	C00154	CHEBI:57379
s_2848[lp]	palmitoleate [lipid particle]	C16H29O2	-1	lipid particle	C08362	CHEBI:32372
s_2849[lp]	palmitoleoyl-CoA(4-) [lipid particle]	C37H60N7O17P3S	-4	lipid particle	C21072	CHEBI:61540
s_2850[lp]	stearate [lipid particle]	C18H35O2	-1	lipid particle	C01530	CHEBI:25629
s_2851[lp]	stearoyl-CoA [lipid particle]	C39H66N7O17P3S	-4	lipid particle	C00412	CHEBI:57394
s_2852[lp]	oleate [lipid particle]	C18H33O2	-1	lipid particle	C00712	CHEBI:30823
s_2853[lp]	oleoyl-CoA [lipid particle]	C39H64N7O17P3S	-4	lipid particle	C00510	CHEBI:57387
s_2854[p]	palmitoleoyl-CoA(4-) [peroxisome]	C37H60N7O17P3S	-4	peroxisome	C21072	CHEBI:61540
s_2855[p]	oleate [peroxisome]	C18H33O2	-1	peroxisome	C00712	CHEBI:30823
s_2856[ce]	ATP [cell envelope]	C10H12N5O13P3	-4	cell envelope	C00002	CHEBI:30616
s_2857[ce]	coenzyme A [cell envelope]	C21H32N7O16P3S	-4	cell envelope	C00010	CHEBI:57287
s_2858[ce]	arachidate [cell envelope]	C20H39O2	-1	cell envelope		CHEBI:32360
s_2859[ce]	AMP [cell envelope]	C10H12N5O7P	-2	cell envelope	C00020	CHEBI:456215
s_2860[ce]	diphosphate [cell envelope]	HO7P2	-3	cell envelope	C00013	CHEBI:33019
s_2861[ce]	icosanoyl-CoA [cell envelope]	C41H74N7O17P3S	0	cell envelope	C02041	CHEBI:15527
s_2862[ce]	behenate [cell envelope]	C22H43O2	-1	cell envelope	C08281	CHEBI:23858
s_2863[ce]	docosanoyl-CoA [cell envelope]	C43H78N7O17P3S	0	cell envelope	C16528	CHEBI:65088
s_2864[ce]	lignoceric acid [cell envelope]	C24H47O2	-1	cell envelope	C08320	CHEBI:31014
s_2865[ce]	tetracosanoyl-CoA [cell envelope]	C45H82N7O17P3S	0	cell envelope	C16529	CHEBI:52974
s_2866[ce]	cerotic acid [cell envelope]	C26H51O2	-1	cell envelope		CHEBI:31013
s_2867[ce]	hexacosanoyl-CoA [cell envelope]	C47H86N7O17P3S	0	cell envelope		CHEBI:52966
s_2868[erm]	behenate [endoplasmic reticulum membrane]	C22H43O2	-1	endoplasmic reticulum membrane	C08281	CHEBI:23858
s_2869[erm]	lignoceric acid [endoplasmic reticulum membrane]	C24H47O2	-1	endoplasmic reticulum membrane	C08320	CHEBI:31014
s_2870[erm]	cerotic acid [endoplasmic reticulum membrane]	C26H51O2	-1	endoplasmic reticulum membrane		CHEBI:31013
s_2871[lp]	behenate [lipid particle]	C22H43O2	-1	lipid particle	C08281	CHEBI:23858
s_2872[lp]	docosanoyl-CoA [lipid particle]	C43H78N7O17P3S	0	lipid particle	C16528	CHEBI:65088
s_2873[lp]	lignoceric acid [lipid particle]	C24H47O2	-1	lipid particle	C08320	CHEBI:31014
s_2874[lp]	tetracosanoyl-CoA [lipid particle]	C45H82N7O17P3S	0	lipid particle	C16529	CHEBI:52974
s_2875[lp]	cerotic acid [lipid particle]	C26H51O2	-1	lipid particle		CHEBI:31013
s_2876[lp]	hexacosanoyl-CoA [lipid particle]	C47H86N7O17P3S	0	lipid particle		CHEBI:52966
s_2877[c]	palmitoleoyl-CoA(4-) [cytoplasm]	C37H60N7O17P3S	-4	cytoplasm	C21072	CHEBI:61540
s_2878[c]	icosanoyl-CoA [cytoplasm]	C41H74N7O17P3S	0	cytoplasm	C02041	CHEBI:15527
s_2879[p]	icosanoyl-CoA [peroxisome]	C41H74N7O17P3S	0	peroxisome	C02041	CHEBI:15527
s_2880[c]	docosanoyl-CoA [cytoplasm]	C43H78N7O17P3S	0	cytoplasm	C16528	CHEBI:65088
s_2881[p]	docosanoyl-CoA [peroxisome]	C43H78N7O17P3S	0	peroxisome	C16528	CHEBI:65088
s_2882[p]	butyrate [peroxisome]	C4H7O2	-1	peroxisome	C00246	CHEBI:17968
s_2883[p]	hexanoate [peroxisome]	C6H11O2	-1	peroxisome	C01585	CHEBI:17120
s_2884[p]	butanoyl-CoA [peroxisome]	C25H42N7O17P3S	0	peroxisome	C00136	CHEBI:15517
s_2885[p]	hexanoyl-CoA [peroxisome]	C27H46N7O17P3S	0	peroxisome	C05270	CHEBI:27540
s_2886[p]	but-2-enoyl-CoA [peroxisome]	C25H40N7O17P3S	0	peroxisome	C00877	CHEBI:36926
s_2887[p]	trans-hex-2-enoyl-CoA [peroxisome]	C27H44N7O17P3S	0	peroxisome	C05271	CHEBI:28706
s_2888[p]	trans-oct-2-enoyl-CoA [peroxisome]	C29H48N7O17P3S	0	peroxisome	C05276	CHEBI:27537
s_2889[p]	trans-icos-2-enoyl-CoA [peroxisome]		0	peroxisome		
s_2890[p]	trans-docos-2-enoyl-CoA [peroxisome]	C33H56N7O17P3S	0	peroxisome	C03221	CHEBI:15471
s_2891[p]	trans-tetracos-2-enoyl-CoA [peroxisome]	C45H80N7O17P3S	0	peroxisome		CHEBI:75068
s_2892[p]	trans-2,cis-9-hexadecadienoyl-CoA [peroxisome]	C37H62N7O17P3S	0	peroxisome		CHEBI:76889
s_2893[p]	cis-tetradec-7-enoyl-CoA [peroxisome]	C35H60N7O17P3S	0	peroxisome		CHEBI:62014
s_2894[p]	trans-2,cis-7-tetradecadienoyl-CoA [peroxisome]	C35H58N7O17P3S	0	peroxisome		CHEBI:88067
s_2895[p]	cis-dodec-5-enoyl-CoA [peroxisome]	C33H56N7O17P3S	0	peroxisome	C02944	CHEBI:27989
s_2896[p]	trans-2,cis-5-dodecadienoyl-CoA [peroxisome]		0	peroxisome		
s_2897[p]	trans-2,cis-9-octadecadienoyl-CoA [peroxisome]	C39H66N7O17P3S	0	peroxisome	C02050	CHEBI:15530
s_2898[p]	cis-hexadec-7-enoyl-CoA [peroxisome]	C37H64N7O17P3S	0	peroxisome		CHEBI:88008
s_2899[p]	trans-2,cis-7-hexadecadienoyl-CoA [peroxisome]	C37H62N7O17P3S	0	peroxisome		CHEBI:88086
s_2900[p]	cis-tetradec-5-enoyl-CoA [peroxisome]	C35H60N7O17P3S	0	peroxisome		CHEBI:70712
s_2901[p]	trans-2,cis-5-tetradecadienoyl-CoA [peroxisome]	C35H58N7O17P3S	0	peroxisome		CHEBI:72001
s_2902[p]	(R)-3-hydroxybutanoyl-CoA [peroxisome]	C25H42N7O18P3S	0	peroxisome	C03561	CHEBI:15452
s_2903[p]	(R)-3-hydroxyhexanoyl-CoA [peroxisome]	C27H46N7O18P3S	0	peroxisome		CHEBI:74474
s_2904[p]	(R)-3-hydroxyoctanoyl-CoA [peroxisome]		0	peroxisome	C05278	CHEBI:28573
s_2905[p]	(R)-3-hydroxyicosanoyl-CoA [peroxisome]	C41H74N7O18P3S	0	peroxisome		CHEBI:76453
s_2906[p]	(R)-3-hydroxydocosanoyl-CoA [peroxisome]	C43H74N7O18P3S	-4	peroxisome		CHEBI:76375
s_2907[p]	(R)-3-hydroxytetracosanoyl-CoA [peroxisome]	C45H82N7O18P3S	0	peroxisome		CHEBI:76463
s_2908[p]	(R)-3-hydroxy-cis-hexadec-9-enoyl-CoA [peroxisome]	C39H68N7O18P3S	0	peroxisome		CHEBI:87781
s_2909[p]	(R)-3-hydroxy-cis-tetradec-7-enoyl-CoA [peroxisome]		0	peroxisome		
s_2910[p]	(R)-3-hydroxy-cis-dodec-5-enoyl-CoA [peroxisome]		0	peroxisome		
s_2911[p]	(R)-3-hydroxy-cis-octadec-9-enoyl-CoA [peroxisome]	C39H68N7O18P3S	0	peroxisome		CHEBI:87781
s_2912[p]	(R)-3-hydroxy-cis-hexadec-7-enoyl-CoA [peroxisome]	C37H64N7O18P3S	0	peroxisome		CHEBI:88087
s_2913[p]	(R)-3-hydroxy-cis-tetradec-5-enoyl-CoA [peroxisome]	C35H60N7O18P3S	0	peroxisome		CHEBI:88072
s_2914[p]	acetoacetyl-CoA [peroxisome]	C25H36N7O18P3S	-4	peroxisome	C00332	CHEBI:57286
s_2915[p]	3-oxohexanoyl-CoA [peroxisome]	C27H44N7O18P3S	0	peroxisome	C05269	CHEBI:27648
s_2916[p]	3-oxooctanoyl-CoA [peroxisome]	C29H48N7O18P3S	0	peroxisome	C05267	CHEBI:28264
s_2917[p]	3-oxoicosanoyl-CoA [peroxisome]	C41H72N7O18P3S	0	peroxisome		CHEBI:52327
s_2918[p]	3-oxodocosanoyl-CoA [peroxisome]	C43H76N7O18P3S	0	peroxisome		CHEBI:52328
s_2919[p]	3-oxotetracosanoyl-CoA [peroxisome]	C45H80N7O18P3S	0	peroxisome		CHEBI:52329
s_2920[p]	3-oxo-cis-hexadec-9-enoyl-CoA [peroxisome]	C37H64N7O17P3S	0	peroxisome		CHEBI:53152
s_2921[p]	3-oxo-cis-tetradec-7-enoyl-CoA [peroxisome]	C35H60N7O17P3S	0	peroxisome		CHEBI:62014
s_2922[p]	3-oxo-cis-dodec-5-enoyl-CoA [peroxisome]		0	peroxisome		
s_2923[p]	3-oxo-cis-octadec-9-enoyl-CoA [peroxisome]	C39H68N7O17P3S	0	peroxisome		CHEBI:78146
s_2924[p]	3-oxo-cis-hexadec-7-enoyl-CoA [peroxisome]	C37H64N7O17P3S	0	peroxisome		CHEBI:88008
s_2925[p]	3-oxo-cis-tetradec-5-enoyl-CoA [peroxisome]	C35H60N7O17P3S	0	peroxisome		CHEBI:70712
s_2926[p]	cis-dec-3-enoyl-CoA [peroxisome]	C31H52N7O17P3S	0	peroxisome	C05275	CHEBI:10723
s_2927[p]	cis-dodec-3-enoyl-CoA [peroxisome]	C33H56N7O17P3S	0	peroxisome	C02944	CHEBI:27989
s_2928[p]	trans-3,cis-5-dodecadienoyl-CoA [peroxisome]	C33H54N7O17P3S	0	peroxisome		CHEBI:139121
s_2929[p]	trans-dodec-3-enoyl-CoA [peroxisome]	C33H56N7O17P3S	0	peroxisome	C03221	CHEBI:15471
s_2930[p]	trans-3,cis-5-tetradecadienoyl-CoA [peroxisome]	C35H58N7O17P3S	0	peroxisome		CHEBI:72001
s_2931[p]	trans-tetradec-3-enoyl-CoA [peroxisome]	C35H60N7O17P3S	0	peroxisome		CHEBI:88083
s_2932[p]	trans-2,trans-4-dodecadienoyl-CoA [peroxisome]	C33H54N7O17P3S	0	peroxisome	C05280	CHEBI:28002
s_2933[p]	trans-2,trans-4-tetradecadienoyl-CoA [peroxisome]	C35H54N7O17P3S	0	peroxisome		CHEBI:88084
s_2934[erm]	glycerol 3-phosphate [endoplasmic reticulum membrane]	C3H7O6P	-2	endoplasmic reticulum membrane	C00093	CHEBI:57597
s_2935[erm]	1-acyl-sn-glycerol 3-phosphate (16:0) [endoplasmic reticulum membrane]	C19H39O7P	0	endoplasmic reticulum membrane	C04036	CHEBI:15799
s_2936[erm]	1-acyl-sn-glycerol 3-phosphate (16:1) [endoplasmic reticulum membrane]	C19H37O7P	0	endoplasmic reticulum membrane		CHEBI:75070
s_2937[erm]	1-acyl-sn-glycerol 3-phosphate (18:0) [endoplasmic reticulum membrane]	C21H43O7P	0	endoplasmic reticulum membrane		CHEBI:74850
s_2938[erm]	1-acyl-sn-glycerol 3-phosphate (18:1) [endoplasmic reticulum membrane]	C21H41O7P	0	endoplasmic reticulum membrane		CHEBI:62837
s_2939[erm]	dihydroxyacetone phosphate [endoplasmic reticulum membrane]	C3H5O6P	-2	endoplasmic reticulum membrane	C00111	CHEBI:57642
s_2940[erm]	acylglycerone phosphate (16:0) [endoplasmic reticulum membrane]	C19H37O7P	0	endoplasmic reticulum membrane	C01192	CHEBI:17868
s_2941[erm]	acylglycerone phosphate (16:1) [endoplasmic reticulum membrane]	C19H35O7P	-2	endoplasmic reticulum membrane		CHEBI:74694
s_2942[erm]	acylglycerone phosphate (18:0) [endoplasmic reticulum membrane]	C21H39O7P	-2	endoplasmic reticulum membrane	C03805	CHEBI:36476
s_2943[erm]	acylglycerone phosphate (18:1) [endoplasmic reticulum membrane]	C35H65O8P	0	endoplasmic reticulum membrane	C03630	CHEBI:36475
s_2944[lp]	1-acyl-sn-glycerol 3-phosphate (16:0) [lipid particle]	C19H39O7P	0	lipid particle	C04036	CHEBI:15799
s_2945[lp]	1-acyl-sn-glycerol 3-phosphate (16:1) [lipid particle]	C19H37O7P	0	lipid particle		CHEBI:75070
s_2946[lp]	1-acyl-sn-glycerol 3-phosphate (18:0) [lipid particle]	C21H43O7P	0	lipid particle		CHEBI:74850
s_2947[lp]	1-acyl-sn-glycerol 3-phosphate (18:1) [lipid particle]	C21H41O7P	0	lipid particle		CHEBI:62837
s_2948[lp]	acylglycerone phosphate (16:0) [lipid particle]	C19H37O7P	0	lipid particle	C01192	CHEBI:17868
s_2949[lp]	acylglycerone phosphate (16:1) [lipid particle]	C19H35O7P	-2	lipid particle		CHEBI:74694
s_2950[lp]	acylglycerone phosphate (18:0) [lipid particle]	C21H39O7P	-2	lipid particle	C03805	CHEBI:36476
s_2951[lp]	acylglycerone phosphate (18:1) [lipid particle]	C35H65O8P	0	lipid particle	C03630	CHEBI:36475
s_2952[lp]	NADPH [lipid particle]	C21H26N7O17P3	-4	lipid particle	C00005	CHEBI:57783
s_2953[lp]	NADP(+) [lipid particle]	C21H25N7O17P3	-3	lipid particle	C00006	CHEBI:58349
s_2954[erm]	phosphatidate (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C35H65O8P	-2	endoplasmic reticulum membrane		CHEBI:73998
s_2955[erm]	phosphatidate (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C37H71O8P	0	endoplasmic reticulum membrane	C13889	CHEBI:64844
s_2956[erm]	phosphatidate (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C35H65O8P	0	endoplasmic reticulum membrane		CHEBI:75071
s_2957[erm]	phosphatidate (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C37H69O8P	0	endoplasmic reticulum membrane		CHEBI:75074
s_2958[erm]	phosphatidate (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C37H71O8P	0	endoplasmic reticulum membrane		CHEBI:75073
s_2959[erm]	phosphatidate (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C39H75O8P	0	endoplasmic reticulum membrane		CHEBI:74847
s_2960[erm]	phosphatidate (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C37H69O8P	0	endoplasmic reticulum membrane		CHEBI:75074
s_2961[erm]	phosphatidate (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C39H73O8P	0	endoplasmic reticulum membrane		CHEBI:83775
s_2962[lp]	phosphatidate (1-16:0, 2-18:1) [lipid particle]	C37H71O8P	0	lipid particle	C13889	CHEBI:64844
s_2963[lp]	phosphatidate (1-16:1, 2-18:1) [lipid particle]	C37H69O8P	0	lipid particle		CHEBI:75074
s_2964[lp]	phosphatidate (1-18:0, 2-18:1) [lipid particle]	C39H75O8P	0	lipid particle		CHEBI:74847
s_2965[lp]	phosphatidate (1-18:1, 2-18:1) [lipid particle]	C39H73O8P	0	lipid particle		CHEBI:83775
s_2966[erm]	phosphate [endoplasmic reticulum membrane]	HO4P	-2	endoplasmic reticulum membrane	C00009	CHEBI:43474
s_2967[erm]	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C35H68O5	0	endoplasmic reticulum membrane		CHEBI:82929
s_2968[erm]	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C37H70O5	0	endoplasmic reticulum membrane		CHEBI:88454
s_2969[erm]	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C35H64O5	0	endoplasmic reticulum membrane		CHEBI:84417
s_2970[erm]	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C37H68O5	0	endoplasmic reticulum membrane		CHEBI:88500
s_2971[erm]	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C37H70O5	0	endoplasmic reticulum membrane		CHEBI:88527
s_2972[erm]	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C39H74O5	0	endoplasmic reticulum membrane		CHEBI:75468
s_2973[erm]	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C37H68O5	0	endoplasmic reticulum membrane		CHEBI:89229
s_2974[erm]	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C39H72O5	0	endoplasmic reticulum membrane		CHEBI:52333
s_2975[vm]	phosphatidate (1-16:0, 2-16:1) [vacuolar membrane]	C35H65O8P	-2	vacuolar membrane		CHEBI:73998
s_2976[vm]	H2O [vacuolar membrane]	H2O	0	vacuolar membrane	C00001	CHEBI:15377
s_2977[vm]	phosphate [vacuolar membrane]	HO4P	-2	vacuolar membrane	C00009	CHEBI:43474
s_2978[vm]	diglyceride (1-16:0, 2-16:1) [vacuolar membrane]	C35H68O5	0	vacuolar membrane		CHEBI:82929
s_2979[vm]	phosphatidate (1-16:0, 2-18:1) [vacuolar membrane]	C37H71O8P	0	vacuolar membrane	C13889	CHEBI:64844
